couple,together,Sun-Sun_angle,Sun-Sun_aspect,Sun-Moon_angle,Sun-Moon_aspect,Sun-Venus_angle,Sun-Venus_aspect,Sun-Mars_angle,Sun-Mars_aspect,Moon-Sun_angle,Moon-Sun_aspect,Moon-Moon_angle,Moon-Moon_aspect,Moon-Venus_angle,Moon-Venus_aspect,Moon-Mars_angle,Moon-Mars_aspect,Venus-Sun_angle,Venus-Sun_aspect,Venus-Moon_angle,Venus-Moon_aspect,Venus-Venus_angle,Venus-Venus_aspect,Venus-Mars_angle,Venus-Mars_aspect,Mars-Sun_angle,Mars-Sun_aspect,Mars-Moon_angle,Mars-Moon_aspect,Mars-Venus_angle,Mars-Venus_aspect,Mars-Mars_angle,Mars-Mars_aspect
Nicholas Taylor & Melissa Robinson,True,343.70548266714405,none,294.6917233939106,sextile,5.917761355957538,conjunction,63.083685160576294,sextile,73.20376084418649,none,24.190001570953044,none,95.41603953299997,square,152.58196333761873,none,12.184476071531236,none,323.1707167982978,none,34.39675476034472,none,91.56267856496348,square,322.0378642045853,none,273.02410493135187,square,344.2501428933988,none,41.416066698017545,none
Donald Wilson & Ashley Allen,False,324.6418018973317,none,291.53908876510354,none,321.876393703757,none,262.03826322017767,square,140.52888809305324,none,107.42617496082511,none,137.76347989947857,none,77.92534941589923,none,358.3530599121084,conjunction,325.25034677988026,none,355.5876517185337,conjunction,295.7495212349544,sextile,303.79749666643545,sextile,270.6947835342073,square,301.0320884728608,sextile,241.19395798928144,trine
Mark Nguyen & Debra Hernandez,True,288.3999173131964,none,167.73213908479298,none,252.51232713113606,none,3.690137358186348,conjunction,94.69878674355354,square,334.0310085151501,none,58.811196561493205,sextile,169.9890067885435,none,264.40269623408443,square,143.734918005681,none,228.5151060520241,none,339.6929162790744,none,267.3253070824797,square,146.65752885407628,none,231.43771690041936,none,342.61552712746965,none
Joseph Harris & Sarah King,True,52.89103584513522,none,172.53603977363315,opposition,57.54832208599136,sextile,78.5786857799677,none,232.80770214886311,trine,352.45270607736103,conjunction,237.46498838971925,trine,258.4953520836956,none,60.88717063694432,sextile,180.53217456544223,opposition,65.54445687780046,sextile,86.5748205717768,square,81.02271531086141,none,200.66771923935931,none,85.68000155171755,square,106.7103652456939,none
James Perez & Jennifer Nguyen,True,335.53997432161884,none,170.25534889581326,opposition,21.537315863897533,none,280.07613767133705,none,344.941051968484,none,179.65642654267842,opposition,30.938393510762694,none,289.47721531820224,none,313.4454447261056,none,148.1608193003,none,359.4427862683843,conjunction,257.98160807582383,none,317.0721826615061,none,151.78755723570046,none,3.069524203784738,conjunction,261.6083460112243,none
Edward Clark & Lisa Jones,False,160.68790103394616,none,279.0172726607982,none,144.9445550251616,none,237.19447217809306,trine,190.48126931864422,none,308.8106409454963,none,174.73792330985967,opposition,266.9878404627911,square,171.81598698023254,opposition,290.1453586070846,none,156.07264097144798,none,248.32255812437944,none,249.6413264139078,none,7.970698040759814,conjunction,233.89798040512323,trine,326.14789755805464,none
Benjamin Hill & Stephanie Johnson,False,47.55650972504005,none,190.40865853197272,none,20.75146759094923,none,140.84004604353987,none,354.0937727645406,conjunction,136.94592157147326,none,327.2887306304498,none,87.3773090830404,square,1.8592200035487423,conjunction,144.71136881048142,none,335.05417786945793,none,95.14275632204856,square,51.644196310807956,none,194.49634511774065,none,24.83915417671716,none,144.9277326293078,none
James Moore & Sarah Gonzalez,False,83.30679169015536,square,100.8911917554243,none,126.52399839487657,trine,278.4295626248663,none,5.426806547351305,conjunction,23.011206612620242,none,48.64401325207251,none,200.54957748206226,none,91.72472633507567,square,109.30912640034461,none,134.94193303979688,none,286.84749726978663,none,123.77083553935114,trine,141.35523560462008,none,166.98804224407235,none,318.8936064740621,none
Benjamin Martinez & Brenda Martin,False,20.489298564331193,none,130.67566379512243,none,352.8662305210354,conjunction,98.65883255836474,none,138.9516374238578,none,249.13800265464903,none,111.32856938056197,none,217.12117141789133,none,342.2744390541756,none,92.46080428496685,square,314.6513710108798,none,60.44397304820916,sextile,313.6027574540685,none,63.78912268485976,sextile,285.9796894107727,none,31.772291448102067,none
Daniel Lee & Deborah Hernandez,False,23.096209939679483,none,109.11985124964062,none,339.9181020621328,none,317.26211033400705,none,82.0926335140918,square,168.11627482405294,none,38.91452563654511,none,16.258533908419338,none,343.9824245160315,none,70.00606582599261,none,300.8043166384848,sextile,278.148324910359,none,317.40687508672954,none,43.43051639669068,none,274.2287672091828,square,251.57277548105708,none
Joseph Jones & Barbara Wright,True,28.37185922466955,none,58.58408743371564,sextile,74.0219914056533,none,16.17666975885288,none,267.7625115289789,square,297.974739738025,sextile,313.41264370996265,none,255.56732206316224,none,33.172852997278085,none,63.38508120632417,sextile,78.82298517826183,none,20.977663531461417,none,321.32416491507627,none,351.5363931241223,conjunction,6.974297096059971,conjunction,309.12897544925954,none
Timothy Thomas & Sandra Sanchez,True,341.25054645147696,none,236.5844936505288,trine,28.214024364930538,none,152.66640457703505,none,64.899048146761,sextile,320.2329953458128,none,111.86252606021458,none,236.3149062723191,trine,305.00048623957326,sextile,200.3344334386251,none,351.96396415302684,conjunction,116.41634436513135,trine,140.33792885662834,none,35.67187605568017,none,187.3014067700819,opposition,311.7537869821864,none
Charles Wright & Amanda Davis,True,334.3999263426449,none,62.84624781419211,sextile,290.64801264207426,none,331.3395164171638,none,8.483139457832408,conjunction,96.92946092937959,square,324.7312257572617,none,5.422729532351283,conjunction,339.06783989485007,none,67.51416136639722,none,295.31592619427937,sextile,336.0074299693689,none,333.8079792349811,none,62.25430070652823,sextile,290.0560655344104,none,330.7475693094999,none
Scott Thompson & Amy Anderson,True,151.37030506846935,none,114.9788320362268,trine,123.04805322966305,trine,122.7892443224402,trine,193.557438609494,none,157.16596557725146,none,165.2351867706877,none,164.97637786346485,none,113.26040502018789,trine,76.86893198794534,none,84.9381531813816,square,84.67934427415874,square,210.890949965181,none,174.49947693293845,opposition,182.5686981263747,opposition,182.30988921915184,opposition
Benjamin Clark & Sarah Ramirez,True,158.80449303363253,none,313.4914162383633,none,151.90362505734933,none,242.0901008082654,trine,339.69479768937447,none,134.3817208941052,none,332.79392971309125,none,62.980405464007305,sextile,168.1897853369673,none,322.87670854169806,none,161.2889173606841,none,251.47539311160017,none,225.12435974892315,none,19.811282953653915,none,218.22349177263996,none,308.409967523556,none
Brandon Lopez & Margaret Martinez,True,209.42137826462653,none,241.56378371140278,trine,252.045604237367,none,214.39152267071535,none,344.73065506207587,none,16.873060508852106,none,27.354881034816316,none,349.7007994681647,none,178.75668034827103,opposition,210.89908579504728,none,221.38090632101148,none,183.72682475435985,opposition,235.26345030307084,trine,267.4058557498471,square,277.8876762758113,square,240.23359470915966,trine
Ryan Torres & Jennifer Anderson,True,90.26983726371236,square,212.41408400395431,none,126.73315487988671,trine,67.13198000336786,none,345.63770621762615,none,107.78195295786807,none,22.10102383380047,none,322.49984895728164,none,51.48602827044081,none,173.63027501068277,opposition,87.94934588661516,square,28.34817101009631,none,288.59538733880646,none,50.739634079048415,none,325.05870495498084,none,265.45753007846196,square
Frank Flores & Debra Perez,False,115.64980454796307,trine,218.70412514521854,none,81.18734904557698,none,231.1494164555147,none,194.88216939692472,none,297.9364899941802,sextile,160.41971389453863,none,310.38178130447636,none,72.32841180224608,none,175.38273239950155,opposition,37.86595629985999,none,187.82802370979772,opposition,121.48633204610718,trine,224.54065264336265,none,87.02387654372109,square,236.98594395365882,trine
Ronald Davis & Elizabeth Robinson,True,155.97486855608284,none,104.68492093297789,none,175.64895289910106,opposition,240.56299650916003,trine,43.031135489628205,none,351.74118786652326,conjunction,62.70521983264643,sextile,127.6192634427054,trine,174.24485819391745,opposition,122.9549105708125,trine,193.91894253693567,none,258.83298614699464,none,269.8111575882125,square,218.52120996510757,none,289.48524193123075,none,354.3992855412897,conjunction
Robert Wright & Angela Lee,False,19.37670969880918,none,80.16735100565592,none,1.280419564288792,conjunction,28.27722172269108,none,312.2089077917172,none,12.999549098563932,none,294.1126176571968,sextile,321.1094198155991,none,3.942397741250687,conjunction,64.73303904809742,sextile,345.8461076067303,none,12.842909765132589,none,266.679810100354,square,327.47045140720076,none,248.58351996583363,none,275.5803221242359,square
Gary Jackson & Angela Ramirez,False,191.84725088338757,none,75.10350628743888,none,187.69800898804945,opposition,126.44675711905714,trine,109.48906604772176,none,352.74532145177307,conjunction,105.33982415238364,none,44.08857228339133,none,222.65973610542306,none,105.91599150947437,none,218.51049421008494,none,157.25924234109263,none,174.69734670893897,opposition,57.95360211299027,sextile,170.54810481360084,opposition,109.29685294460853,none
Eric Nguyen & Stephanie Moore,False,228.55197772941108,none,353.7822258840208,conjunction,275.4979652257839,square,32.64748373922532,none,311.0801862756783,none,76.31043443028801,none,358.0261737720511,conjunction,115.17569228549252,trine,204.16061961754264,none,329.3908677721524,none,251.10660711391546,none,8.25612562735688,conjunction,120.74518107086973,trine,245.97542922547947,trine,167.69116856724256,none,284.840687080684,none
George Gonzalez & Christine Lopez,True,64.0199442713681,sextile,142.78245201976122,none,69.7348016407278,none,248.57147649605776,none,228.25157024517193,none,307.0140779935651,none,233.96642761453163,trine,52.80310246986158,none,21.915281790809416,none,100.67778953920254,none,27.630139160169108,none,206.46681401549904,none,129.82942503876507,none,208.59193278715816,none,135.54428240812473,none,314.38095726345466,none
Gregory Scott & Katherine Lewis,True,154.31390130687038,none,203.86672350064984,none,108.43947631519072,none,162.00204731938854,none,101.14278650245393,none,150.69560869623342,none,55.2683615107743,sextile,108.83093251497212,none,121.98454288608511,trine,171.53736507986457,opposition,76.11011789440545,none,129.67268889860327,none,261.2941462989155,none,310.84696849269494,none,215.41972130723582,none,268.98229231143364,square
Timothy Garcia & Stephanie Davis,False,168.4766811651632,none,107.10077017593031,none,154.80086892529664,none,8.724402392200005,conjunction,106.74046668795404,none,45.36455569872112,none,93.06465444808742,square,306.9881879149908,none,214.92137459506114,none,153.54546360582822,none,201.24556235519455,none,55.169095822097916,sextile,220.52634923669643,none,159.1504382474635,none,206.85053699682985,none,60.77407046373321,sextile
Larry Anderson & Jessica Nguyen,False,202.44529131467488,none,277.21189711840526,square,178.9194274524175,opposition,292.73088983219543,none,123.0361503804329,trine,197.8027561841633,none,99.51028651817552,none,213.32174889795346,none,196.38016299960606,none,271.14676880333644,square,172.85429913734868,opposition,286.6657615171266,none,228.40272548772015,none,303.16933129145053,sextile,204.87686162546277,none,318.6883240052407,none
Ryan Jones & Kathleen Miller,False,267.5182140296869,square,261.6905653403288,none,307.508229980221,none,91.92216051108488,square,65.06634096161268,sextile,59.23869227225457,sextile,105.0563569121468,none,249.47028744301065,none,253.9920215367975,none,248.16437284743938,none,293.9820374873316,none,78.39596801819548,none,231.60217917281346,none,225.77453048345535,none,271.59219512334755,square,56.006125654211445,sextile
David Nguyen & Samantha Scott,True,51.919395099774434,none,328.7215733143969,none,88.99229972115067,square,116.52051608414588,trine,167.64388999046372,none,84.44606820508619,square,204.71679461183996,none,232.24501097483517,trine,8.188077238418543,conjunction,284.990255453041,none,45.26098185979478,none,72.78919822278999,none,10.14552817234906,none,286.9477063869715,none,47.2184327937253,none,74.74664915672051,none
Christopher Sanchez & Carol Ramirez,False,111.40091523654564,none,220.46224047755436,none,153.74341270682663,none,99.90820843052165,none,323.2459618924692,none,72.30728713347791,none,5.5884593627501715,conjunction,311.7532550864452,none,152.33433629891246,none,261.3956615399212,none,194.67683376919342,none,140.8416294928885,none,332.6935113946337,none,81.75483663564242,none,15.036008864914677,none,321.20080458860974,none
Jeffrey Hill & Karen Rodriguez,False,279.70277555099284,none,148.6014375924242,none,261.8023587889082,none,294.651621852759,sextile,216.89878681176012,none,85.79744885319147,square,198.99837004967546,none,231.84763311352626,none,234.03968963621043,trine,102.93835167764178,none,216.13927287412577,none,248.98853593797656,none,164.76912129941556,none,33.66778334084691,none,146.8687045373309,none,179.7179676011817,opposition
Anthony Miller & Brenda White,True,183.67484303150513,opposition,262.8708016169442,square,217.42376573916303,none,43.21265804680482,none,321.87101059276165,none,41.06696917820077,none,355.6199333004196,conjunction,181.40882560806136,opposition,214.78225751736628,none,293.9782161028054,none,248.53118022502417,none,74.32007253266596,none,114.17253502132917,trine,193.36849360676825,none,147.92145772898706,none,333.7103500366288,none
James Perez & Lisa Martinez,True,251.2524457883691,none,40.821503563809756,none,209.32370951052468,none,11.509167651290994,none,199.43186864011747,none,349.0009264155581,none,157.50313236227305,none,319.68859050303934,none,267.7051164447381,square,57.274174220178764,sextile,225.77638016689372,none,27.961838307660003,none,356.70623266590303,conjunction,146.27529044134366,none,314.7774963880586,none,116.96295452882491,trine
David Smith & Elizabeth Gonzalez,True,63.727590032814675,sextile,256.1968587107086,none,18.345546936472516,none,307.3317278066123,none,298.60590059496224,sextile,131.07516927285621,none,253.2238574986201,none,182.21003836875994,opposition,108.51559515085981,none,300.98486382875376,sextile,63.13355205451765,sextile,352.11973292465746,conjunction,213.8807792543624,none,46.35004793225636,none,168.49873615802025,none,97.48491702816011,square
Stephen Young & Shirley Miller,True,180.8127315006992,opposition,337.48555089161937,none,164.5067756299948,none,187.5975324788554,opposition,32.835772072357514,none,189.50859146327767,opposition,16.52981620165312,none,39.62057305051374,none,152.85893913749692,none,309.5317585284171,none,136.55298326679252,none,159.64374011565315,none,157.807707046675,none,314.48052643759513,none,141.5017511759706,none,164.59250802483123,none
Justin Harris & Stephanie Gonzalez,True,104.45667847172496,none,199.21566375852487,none,114.37399661450655,trine,150.7750143921627,none,116.73440383711221,trine,211.49338912391212,none,126.65172197989381,trine,163.05273975754994,none,123.92260192284499,trine,218.6815872096449,none,133.8399200656266,none,170.24093784328272,opposition,93.88522651380748,square,188.6442118006074,opposition,103.80254465658908,none,140.2035624342452,none
James Lopez & Barbara White,True,359.4235615589058,conjunction,269.22636757258067,square,23.86870580378124,none,20.70768993651845,none,252.42563379202667,none,162.22843980570153,none,276.87077803690215,square,273.70976216963936,square,44.03328445518824,none,313.83609046886306,none,68.47842870006369,none,65.3174128328009,sextile,2.7136579752871626,conjunction,272.516463988962,square,27.158802220162613,none,23.997786352899823,none
Raymond Lewis & Patricia Rodriguez,True,121.91398897898972,trine,134.80243273277534,none,152.8992267206404,none,197.15476776498855,none,74.07282513930514,none,86.96126889309076,square,105.05806288095582,none,149.31360392530397,none,167.3642377554836,none,180.25268150926922,opposition,198.34947549713428,none,242.60501654148243,trine,172.50276420063003,opposition,185.39120795441565,opposition,203.4880019422807,none,247.74354298662882,trine
Michael Taylor & Pamela Anderson,False,265.1540824076273,square,158.8824187765743,none,311.9283196021202,none,316.77161139171955,none,242.30462069580662,trine,136.03295706475365,none,289.07885789029956,none,293.9221496798989,none,226.34545404872682,none,120.07379041767386,trine,273.11969124321973,square,277.96298303281907,square,75.86530483036233,none,329.59364119930933,none,122.63954202485525,trine,127.48283381445458,trine
George Rodriguez & Carol Lopez,False,56.56051681635943,sextile,217.08943372048415,none,94.03833435231991,square,17.62085719008205,none,336.21694204530434,none,136.74585894942902,none,13.694759581264776,none,297.2772824190269,sextile,102.3803794170239,none,262.90929632114864,square,139.85819695298437,none,63.44071979074653,sextile,277.8906595303844,square,78.41957643450917,none,315.3684770663449,none,238.95099990410705,trine
Gary Wright & Dorothy Martinez,False,225.5899549724771,none,333.1897004470856,none,179.00746950762755,opposition,281.87614695827835,none,114.73772511620913,trine,222.33747059081767,none,68.15523965135958,none,171.02391710201042,opposition,180.80608105190134,opposition,288.4058265265099,none,134.2235955870518,none,237.09227303770263,trine,232.92616626067496,trine,340.5259117352835,none,186.3436807958254,opposition,289.21235824647624,none
Steven Hernandez & Cynthia Wright,True,74.4933939889392,none,354.8497132362931,conjunction,43.6288354337402,none,55.91925745907782,sextile,186.6345049934303,opposition,106.99082424078424,none,155.76994643823133,none,168.06036846356892,none,37.44822727358,none,317.8045465209339,none,6.583668718381006,conjunction,18.874090743718625,none,132.84381772328396,none,53.20013697063786,none,101.97925916808498,none,114.26968119342257,trine
Donald Thomas & Dorothy Sanchez,True,100.2667458394238,none,112.8258107288319,trine,74.64030627426709,none,67.58392856040118,none,219.5271600033363,none,232.08622489274438,trine,193.90072043817958,none,186.84434272431366,opposition,114.87273036842359,trine,127.43179525783168,trine,89.24629080326687,square,82.18991308940096,square,95.47137566863293,square,108.03044055804102,none,69.84493610347621,none,62.7885583896103,sextile
Raymond Torres & Patricia Taylor,False,267.17074375839366,square,175.17158557415993,opposition,313.61721896579536,none,314.76370537379285,none,232.59307798137377,trine,140.59391979714005,none,279.03955318877547,none,280.18603959677296,none,257.7563741714357,none,165.757215987202,none,304.2028493788374,sextile,305.3493357868349,sextile,308.0212651162599,none,216.02210693202616,none,354.4677403236616,conjunction,355.6142267316591,conjunction
Matthew Taylor & Nicole White,False,7.77178168961666,conjunction,115.43817792610304,trine,330.79948595805473,none,37.49395624058491,none,199.87360577922632,none,307.54000201571273,none,162.9013100476644,none,229.59578033019457,none,333.47361664382913,none,81.14001288031551,none,296.5013209122672,sextile,3.19579119479738,conjunction,121.31031114854143,trine,228.9767073850278,none,84.3380154169795,square,151.03248569950966,none
Paul Thompson & Patricia Hernandez,True,128.66703758541794,none,105.7248775721556,none,135.56204992134653,none,231.65637625296478,none,206.89659040804744,none,183.9544303947851,opposition,213.79160274397603,none,309.8859290755943,none,98.51105285374275,none,75.56889284048042,none,105.40606518967134,none,201.50039152128957,none,39.47481343623727,none,16.53265342297493,none,46.36982577216585,none,142.4641521037841,none
Raymond Thomas & Donna Taylor,False,70.84904035379179,none,348.24389181541267,none,24.34034215362084,none,136.171315971186,none,61.8137321274952,sextile,339.2085835891161,none,15.305033927324246,none,127.13600774488941,trine,90.94767283618376,square,8.34252429780463,conjunction,44.4389746360128,none,156.26994845357797,none,111.99312992008836,none,29.38798138170924,none,65.48443171991741,sextile,177.31540553748258,opposition
William Scott & Brenda Williams,False,236.66046191133626,trine,242.43423549608968,trine,224.39895540886533,none,300.5211211437181,sextile,179.7883058438852,opposition,185.56207942863864,opposition,167.5267993414143,none,243.6489650762671,trine,190.46248957613375,none,196.23626316088718,none,178.20098307366283,opposition,254.32314880851564,none,255.20469464993187,none,260.9784682346853,none,242.94318814746094,trine,319.06535388231373,none
Kenneth Jackson & Dorothy Moore,False,156.03693098863224,none,23.193931947574015,none,125.13071449935018,trine,128.69719618162338,none,344.1851971943838,none,211.34219815332563,none,313.2789807051018,none,316.845462387375,none,153.68057390104357,none,20.837574859985352,none,122.77435741176151,trine,126.34083909403472,trine,163.7445150828586,none,30.90151604180039,none,132.83829859357655,none,136.40478027584976,none
Michael Anderson & Kimberly Williams,True,306.5252966122059,none,354.8667982372398,conjunction,266.86722395583433,square,105.53323748592538,none,304.7773577110239,sextile,353.11885933605777,conjunction,265.1192850546524,square,103.78529858474343,none,301.21437682807505,sextile,349.5558784531089,none,261.5563041717035,none,100.22231770179457,none,327.2231938228027,none,15.564695447836527,none,287.56512116643114,none,126.23113469652216,trine
Robert Torres & Donna Lewis,True,214.28080739529778,none,258.43233065621075,none,168.5896196974359,none,46.41818886212525,none,213.74313539357433,none,257.89465865448733,none,168.05194769571244,none,45.880516860401784,none,191.72933973808657,none,235.88086299899956,trine,146.03815204022467,none,23.86672120491403,none,235.44929212802379,trine,279.6008153889368,none,189.7581044301619,opposition,67.58667359485126,none
Kevin Williams & Amanda Lee,False,13.705325947101784,none,319.6044869325785,none,45.040507930115666,none,335.4786527467802,none,21.99600972312274,none,327.89517070859944,none,53.33119170613662,none,343.76933652280115,none,54.226757944549746,sextile,0.12591893002644383,conjunction,85.56193992756363,square,16.00008474422819,none,118.38700891156006,trine,64.28616989703676,sextile,149.72219089457394,none,80.1603357112385,none
Christopher Lewis & Jennifer Smith,False,184.41690583579538,opposition,280.0899426909495,none,223.530041839142,none,49.02806270861402,none,344.4362670043852,none,80.1093038595393,none,23.54940300773177,none,209.0474238772038,none,142.64851241325655,none,238.3215492684107,trine,181.76164841660318,opposition,7.259669286075209,conjunction,248.32961409625503,none,344.0026509514092,none,287.44275009960165,none,112.9407709690737,trine
Matthew Nguyen & Nancy Nguyen,False,151.3733741763192,none,153.14873727593516,none,114.49325232032706,trine,72.85668626697986,none,249.32445213654745,none,251.0998152361634,none,212.4443302805553,none,170.8077642272081,opposition,104.39296717213597,none,106.16833027175193,none,67.51284531614385,none,25.87627926279663,none,340.6720353883828,none,342.4473984879988,none,303.7919135323907,sextile,262.1553474790435,square
Charles White & Karen Walker,True,38.16509025183049,none,33.89167929142086,none,39.570619773832746,none,37.06342879857945,none,350.1519844064119,conjunction,345.8785734460023,none,351.55751392841415,conjunction,349.05032295316084,none,1.2819435786528999,conjunction,357.0085326182433,conjunction,2.687473100655154,conjunction,0.18028212540185962,conjunction,1.3901890957134668,conjunction,357.11677813530383,conjunction,2.795718617715721,conjunction,0.28852764246242657,conjunction
Matthew Allen & Shirley Allen,False,312.76935683790543,none,223.92408807395066,none,303.9883936110584,sextile,26.13624948962854,none,67.33891373748281,none,338.49364497352803,none,58.557950510635806,sextile,140.7058063892059,none,358.04607704272104,conjunction,269.2008082787662,square,349.26511381587403,none,71.41296969444414,none,306.7891560042124,none,217.94388724025754,none,298.00819277736537,sextile,20.156048655935443,none
Paul Young & Susan Allen,False,207.26059317271492,none,319.9766862365149,none,177.42558761311952,opposition,231.89109282365092,none,172.8197624340509,opposition,285.5358554978509,none,142.98475687445548,none,197.4502620849869,none,176.0752010341756,opposition,288.7912940979756,none,146.2401954745802,none,200.7057006851116,none,191.12382290109807,none,303.83991596489807,sextile,161.28881734150266,none,215.75432255203407,none
Ronald Smith & Linda Hill,True,2.9717436074175794,conjunction,177.34899185640094,opposition,324.6426433062429,none,343.1393320017442,none,91.14495912343472,square,265.52220737241805,square,52.815858822260054,none,71.31254751776135,none,329.32819279621077,none,143.70544104519414,none,290.9990924950361,none,309.4957811905374,none,165.06650607801822,none,339.44375432700156,none,126.73740577684356,trine,145.23409447234485,none
Ronald Thompson & Emily Walker,True,203.12755809014752,none,287.56627217155193,none,157.81878895705148,none,210.33954755729766,none,337.4621463421,none,61.90086042350444,sextile,292.15337720900396,none,344.6741358092502,none,223.06484099956518,none,307.5035550809696,none,177.75607186646914,opposition,230.27683046671532,none,326.0859390645614,none,50.5246531459658,none,280.7771699314653,none,333.29792853171153,none
Donald White & Margaret Williams,False,355.32786095313304,conjunction,311.24206841995675,none,310.80985494238894,none,345.60717178632876,none,320.9852028864841,none,276.8994103533078,square,276.46719687574,square,311.2645137196798,none,31.540437607289363,none,347.45464507411305,none,347.02243159654523,none,21.819748440485085,none,35.8321256550438,none,351.7463331218675,conjunction,351.3141196442997,conjunction,26.11143648823952,none
Kevin Hernandez & Angela Young,True,162.1951490527458,none,72.7131390138288,none,116.89171113273287,trine,325.1108757673444,none,78.51039902606678,none,349.0283889871498,none,33.20696110605385,none,241.42612574066536,trine,122.8324810918545,trine,33.35047105293751,none,77.52904317184158,none,285.7482078064531,none,154.9508919105288,none,65.46888187161181,sextile,109.64745399051588,none,317.8666186251274,none
Alexander Martin & Katherine Lewis,True,111.78754616682119,none,122.44757340091462,trine,156.1856948722057,none,159.93441133024396,none,311.4349507907785,none,322.0949780248719,none,355.83309949616296,conjunction,359.58181595420126,conjunction,131.1434212458872,none,141.80344847998063,none,175.5415699512717,opposition,179.29028640930997,opposition,156.02577039922883,none,166.68579763332227,none,200.42391910461333,none,204.1726355626516,none
Stephen Davis & Kimberly Walker,True,284.87597448472576,none,178.79478775003653,opposition,330.4889933294928,none,274.9709161596843,square,192.9251069762027,none,86.8439202415135,square,238.53812582096975,trine,183.0200486511613,opposition,239.86763477223843,trine,133.7864480375492,none,285.4806536170055,none,229.962576447197,none,167.84524407946216,none,61.764057344772965,sextile,213.45826292422925,none,157.94018575442075,none
Gary Miller & Angela Walker,False,155.45526198925876,none,314.007733272688,none,199.67284531636096,none,198.7648280188966,none,2.271359077938442,conjunction,160.82383036136767,none,46.488942405040675,none,45.58092510757629,none,186.51569012864644,opposition,345.0681614120757,none,230.7332734557487,none,229.8252561582843,none,233.8692664922358,trine,32.42173777566504,none,278.08684981933806,none,277.1788325218737,square
Joshua Wilson & Angela Martinez,True,341.1907086894271,none,253.87867838427044,none,315.39037178547903,none,55.40168143996064,sextile,55.13180358619563,sextile,327.81977328103903,none,29.331466682247623,none,129.34277633672923,none,327.7793768821825,none,240.46734657702586,trine,301.9790399782345,sextile,41.99034963271606,none,8.262452802765637,conjunction,280.950422497609,none,342.4621158988176,none,82.47342555329922,square
Kenneth Perez & Sarah Rodriguez,True,340.311136918305,none,147.47318540817093,none,344.76292577941604,none,272.19939106959384,square,102.93608188462795,none,270.0981303744939,square,107.38787074573898,none,34.824336035916815,none,24.635519748461377,none,191.79756823832736,none,29.087308609572403,none,316.52377389975027,none,175.47230152376932,opposition,342.6343500136353,none,179.92409038488034,opposition,107.36055567505818,none
Benjamin Jones & Ashley Moore,False,331.3997400953312,none,89.88401579648851,square,342.535060530261,none,309.67074562768136,none,197.71657858809797,none,316.2008542892553,none,208.85189902302776,none,175.98758412044813,opposition,16.615700459172146,none,135.09997616032945,none,27.751020894101927,none,354.8867059915223,conjunction,157.73482361433426,none,276.2190993154916,square,168.87014404926404,none,136.00582914668442,none
Paul Walker & Angela Moore,False,80.712824269025,none,233.89018413797453,trine,60.83325292617012,sextile,338.1699668184699,none,114.05719951242669,trine,267.2345593813762,square,94.1776281695718,square,11.514342061871574,none,49.946548831249686,none,203.1239087001992,none,30.066977488394798,none,307.40369138069457,none,52.47780408110904,none,205.65516395005855,none,32.598232738254154,none,309.9349466305539,none
Gary Nguyen & Carol Thomas,True,94.90485637731152,square,77.0323309772557,none,98.57289857139341,none,85.39579936548279,square,76.61960347331916,none,58.74707807326334,sextile,80.28764566740105,none,67.11054646149043,none,61.6711953912513,sextile,43.79866999119548,none,65.3392375853332,sextile,52.16213837942257,none,24.843149437888428,none,6.970624037832607,conjunction,28.51119163197032,none,15.334092426059698,none
Daniel Williams & Anna Allen,False,116.45506592007968,trine,353.4076939608644,conjunction,159.17936243783925,none,115.76233333463517,trine,73.77309874419853,none,310.72572678498324,none,116.4973952619581,trine,73.08036615875403,none,163.28376875095188,none,40.23639679173658,none,206.00806526871145,none,162.59103616550738,none,54.43776304611743,sextile,291.3903910869021,none,97.16205956387702,square,53.745030460672936,none
Frank Taylor & Shirley Williams,False,277.2559238432043,square,202.4398853171895,none,284.94042264745553,none,319.7044958929105,none,138.43166950167347,none,63.615630975658675,sextile,146.11616830592476,none,180.88024155137964,opposition,235.17654928150492,trine,160.36051075549014,none,242.8610480857562,trine,277.62512133121106,square,300.7558083422565,sextile,225.93976981624172,none,308.4403071465078,none,343.2043803919627,none
Donald King & Pamela Perez,False,223.45401511544551,none,84.94701681680266,square,229.9725123162506,none,205.88239319111577,none,219.1558946859978,none,80.64889638735495,none,225.67439188680288,none,201.58427276166805,none,255.43855082454417,none,116.9315525259013,trine,261.95704802534925,none,237.86692890021442,trine,195.83559842978883,none,57.328600131145976,sextile,202.35409563059392,none,178.26397650545908,opposition
Kevin Gonzalez & Jessica Smith,False,282.2136548160711,none,262.23258268438417,square,329.27159306454644,none,84.1005538494369,square,224.96768456268904,none,204.98661243100213,none,272.0256228111644,square,26.854583596054837,none,264.64563021795755,square,244.66455808627063,trine,311.7035684664329,none,66.53252925132335,none,309.22389082295973,none,289.2428186912728,none,356.2818290714351,conjunction,111.11078985632554,none
Ryan Rodriguez & Elizabeth Harris,True,76.6908494208408,none,61.464654973415776,sextile,117.11902144539513,trine,312.9578028939239,none,341.09026714975363,none,325.8640727023286,none,21.518439174307957,none,217.35722062283668,none,79.80013143707075,none,64.57393698964572,sextile,120.22830346162507,trine,316.0670849101538,none,173.21473978227982,opposition,157.9885453348548,none,213.64291180683415,none,49.481693255362885,none
